book_asin,parent_category,category,isbn_13,title,author,price,publication_date,publisher,rating,review_count
1800569203,Programming Languages,Python,978-1635900927,Mining Social Media: Finding Stories in Internet Data,Lam Thuy Vo,29.95,2019-11-25,No Starch Press,4.3,73
3030884422,Databases & Big Data,Data Modeling & Design,978-1492045113,Designing Data Governance from the Ground Up: Six Steps to Build a Data-Driven Culture,Lauren Maffeo,29.95,2023-02-21,Pragmatic Bookshelf,0,0
367371685,Security & Encryption,Privacy & Online Safety,978-1617296871,"1st Choice Grant Encyclopedia - Federal Grants and Programs Government Benefits, Applications, Forms, Guidelines, Information for Entrepreneurs, Medical, Health Care, Scientific, and Technical Grant Resources, FOIA and Privacy Act over 400,000 Pages (DVD-ROM)",U.S. Government,29.95,2004-01-10,Progressive Management,0,0
1633888835,Security & Encryption,Hacking,978-1838640859,The Unhackable Internet: How Rebuilding Cyberspace Can Create Real Security and Prevent Financial Collapse,Thomas P. Vartanian,29.95,2023-02-15,Prometheus,5,1
1398602949,Programming Languages,C#,978-1449324452,The C# Player's Guide (3rd Edition),RB Whitaker,29.95,2016-03-13,Starbound Software,4.6,429
1617297941,Security & Encryption,Hacking,978-1838827366,The Basics of Hacking and Penetration Testing: Ethical Hacking and Penetration Testing Made Easy,Patrick Engebretson,29.95,2013-08-15,Syngress,4.6,456
1441924566,Computer Science,Cybernetics,978-0321822949,Battle Space of Mind: AI and Cybernetics in Information Warfare,Michael Joseph McCarron,29.95,2023-08-18,Trine Day,0,0
1071600257,Computer Science,Information Theory,978-3642148651,Theory Development in the Information Sciences,Diane H. Sonnenwald,29.95,2016-03-08,University of Texas Press,3.5,2
814432514,Web Development & Design,Web Marketing,978-1119784746,"The Marketing Agency Blueprint: The Handbook for Building Hybrid PR, SEO, Content, Advertising, and Web Firms",Paul Roetzer,29.95,2011-12-20,Wiley,4.5,118
1285427106,Programming Languages,Java,978-0470531280,Java in a Nutshell: A Desktop Quick Reference,Benjamin Evans,29.94,2019-01-01,O'Reilly Media,4.4,118
1260463257,Web Development & Design,Web Design,978-0198725947,Startup Program Design: A Practical Guide for Creating Accelerators and Incubators at Any Organization,Paolo Lombardi,29.92,2022-07-07,McGraw Hill TAB,5,26
128169168,Computer Science,AI & Machine Learning,978-1484237984,Machine Learning and AI for Healthcare,Arjun Panesar,29.89,2019-02-05,Apress,3.9,30
1118771338,Databases & Big Data,Data Modeling & Design,978-0128128756,Database Design and Relational Theory: Normal Forms and All That Jazz,C. J. Date,29.83,2012-04-17,O'Reilly Media,4.4,24
9813294485,Programming Languages,Ada,978-1800207301,Extreme Programming Refactored: The Case Against XP,Doug Rosenberg,29.79,2003-08-05,Apress,2.9,35
1605354694,Databases & Big Data,Data Modeling & Design,978-1718502185,Database Systems: The Complete Book,Hector Garcia-Molina,29.75,2001-01-01,Prentice Hall,4,12
134204921,Web Development & Design,User Experience & Usability,978-1590595244,User Experience Foundations,Nick de Voil,29.69,2020-07-13,"BCS, The Chartered Institute for IT",4.4,21
178961256X,Web Development & Design,Web Design,978-1119740247,Neuro Web Design: What Makes Them Click?,Susan Weinschenk,29.69,2008-12-23,New Riders,4.4,109
078696720X,Databases & Big Data,Data Processing,978-1492051367,"Generative Design: Visualize, Program, and Create with Processing",Hartmut Bohnacker,29.69,2012-08-22,Princeton Architectural Press,4.8,95
178847130X,Programming Languages,Python,978-1138029392,Practical Artificial Intelligence with Swift: From Fundamental Theory to Development of AI-Driven Apps,Mars Geldard,29.51,2019-11-26,O'Reilly Media,4.4,39
1727102479,Web Development & Design,User Experience & Usability,978-1786343345,User Experience Design: A Practical Introduction (Basics Design),Peter Beare,29.49,2019-05-30,Bloomsbury Visual Arts,4.6,17
136554822,Security & Encryption,Encryption,978-0136643609,Crypto Wars: The Fight for Privacy in the Digital Age: A Political History of Digital Encryption,Craig Jarvis,29.49,2020-12-14,CRC Press,4.8,7
691181624,Computer Science,Information Theory,978-1617294440,Modern Poker Theory: Building an unbeatable strategy based on GTO principles,Michael Acevedo,29.49,2019-08-06,D & B Publishing,4.6,676
1890774782,Databases & Big Data,Oracle,978-1484272220,Oracle PL / SQL For Dummies,Michael Rosenblum,29.49,2006-06-13,For Dummies,4.4,71
3642041000,Programming Languages,Java,978-0805431230,Learning TensorFlow.js: Powerful Machine Learning in JavaScript,Gant Laborde,29.49,2021-06-15,O'Reilly Media,4.6,35
134659864,Web Development & Design,Content Management,978-1935182955,Nonprofit Management 101: A Complete and Practical Guide for Leaders and Professionals,Laila Brenner,29.49,2019-08-20,Wiley,4.6,204
1119696879,Web Development & Design,User Experience & Usability,978-1466585188,"Teaching Basic, Advanced, and Academic Vocabulary: A Comprehensive Framework for Elementary Instruction (Carefully curated clusters of tiered vocabulary for K-5 language and literacy development)",Robert J. Marzano,29.48,2020-03-13,Marzano Research,4.5,25
321834577,Web Development & Design,User Experience & Usability,978-1593279561,"Measuring the User Experience: Collecting, Analyzing, and Presenting Usability Metrics (Interactive Technologies)",Bill Albert,29.43,2013-07-17,Morgan Kaufmann,4.6,103
1098120612,Programming Languages,Java,978-0521670159,"Java in 24 Hours, Sams Teach Yourself (Covering Java 9)",Rogers Cadenhead,29.39,2017-09-10,Sams Publishing,4.5,59
1680502697,Programming Languages,C#,978-1681195148,"Mastering Regular Expressions, Second Edition",Jeffrey E. F. Friedl,29.19,2002-07-15,O'Reilly Media,4.5,61
133892069,Programming Languages,Java,978-0128124772,Web Development with Clojure,Dmitri Sotnikov,29.16,2021-07-04,Pragmatic Bookshelf,4.3,7
387781889,Programming Languages,Java,978-0387921242,Swing: A Beginner's Guide (Programming & Web Development - OMG),Herbert Schildt,29.04,2006-09-29,McGraw Hill TAB,4.3,62
1617296597,Security & Encryption,Privacy & Online Safety,978-1619849952,Information Assurance Handbook: Effective Computer Security and Risk Management Strategies,Corey Schou,29.02,2014-09-12,McGraw Hill TAB,4.5,34
1680502824,Web Development & Design,Content Management,978-0137871070,"Start Where You Are, But Don’t Stay There: Understanding Diversity, Opportunity Gaps, and Teaching in Today’s Classrooms",H. Richard Milner IV,29,2010-11-01,Harvard Education Press,4.6,132
3030767310,Databases & Big Data,Data Modeling & Design,978-1617297137,DB2 Universal Database for Os/390: An Introduction to DB2 for Os/390 Version 7,Susan Graziano Sloan,29,2000-01-01,IBM Pr,0,0
131018574,Programming Languages,C & C++,978-1449361327,Performance Analysis and Tuning on Modern CPUs: Squeeze the last bit of performance from your application.,Denis Bakhvalov,29,2020-11-16,Independently published,4.7,32
1119784743,Computer Science,AI & Machine Learning,978-1801819312,Machine Learning in Business: An Introduction to the World of Data Science,John C Hull,29,2021-05-26,Independently published,4.8,28
032133678X,Programming Languages,C#,978-1803243900,Practical Debugging for .NET Developers: Tools and Techniques to debug and solve real-world problems in .NET,Michael Shpilt,29,2020-07-28,Independently published,4.5,15
691182752,Databases & Big Data,Data Processing,978-1617293252,Data-Driven Leadership (Jossey-Bass Leadership Library in Education),Vicki Park,29,2014-03-17,Jossey-Bass,4.6,107
1951077067,Programming Languages,CSS,978-1800560734,The CSS Pocket Guide,Chris Casciano,29,2010-10-15,Peachpit Press,4.3,19
1316518906,Web Development & Design,User Experience & Usability,978-0985580131,Sexy Web Design: Creating Interfaces that Work,Elliot Jay Stocks,29,2009-03-28,SitePoint,4.1,32
1107410630,Web Development & Design,User Experience & Usability,978-1461352938,Living in Information: Responsible Design for Digital Places,Jorge Arango,29,2018-06-15,Two Waves Books,4,40
1337288780,Computer Science,AI & Machine Learning,978-1032244686,The Threshold: Leading in the Age of AI,Nick Chatrath,28.99,2023-02-28,Diversion Books,4.6,3
72190582,Web Development & Design,Programming,978-1449358068,RESTful Web APIs: Services for a Changing World,Mike Amundsen,28.99,2013-09-12,O'Reilly Media,4.2,99
1492084026,Programming Languages,Java,978-1893939752,DevOps Tools for Java Developers: Best Practices from Source Code to Production Containers,Stephen Chin,28.99,2022-05-24,O'Reilly Media,5,5
1493836242,Security & Encryption,Privacy & Online Safety,978-1138578845,The Cybersecurity Manager's Guide: The Art of Building Your Security Program,Todd Barnum,28.99,2021-04-27,O'Reilly Media,4.5,10
1617296236,Programming Languages,Python,978-1800567030,"Full Stack Django and React: Get hands-on experience in full-stack web development with Python, React, and AWS",Kolawole Mangabo,28.99,2023-02-17,Packt Publishing,4,1
1284183718,Programming Languages,Python,978-0134054292,Complex Network Analysis in Python: Recognize - Construct - Visualize - Analyze - Interpret,Dmitry Zinoviev,28.99,2018-02-13,Pragmatic Bookshelf,4.5,56
B08CZWT4H2,Web Development & Design,User Experience & Usability,978-3030671891,Interviewing Users: How to Uncover Compelling Insights,Steve Portigal,28.99,2013-05-01,Rosenfeld Media,4.4,263
1593278225,Web Development & Design,Web Design,978-1493836246,"Professional WordPress Plugin Development, 2nd Edition",Brad Williams,28.99,2020-05-21,Wrox,4.7,69
032181536X,Programming Languages,Python,978-1641523554,Quantum Machine Learning with Python: Using Cirq from Google Research and IBM Qiskit,Santanu Pattanayak,28.98,2021-03-13,Apress,4.1,19
1492079227,Databases & Big Data,Data Modeling & Design,978-1638281221,Modern Data Protection: Ensuring Recoverability of All Modern Workloads,W. Preston,28.97,2021-06-08,O'Reilly Media,4.7,11
1786349647,Programming Languages,C#,978-0138544713,Object Oriented Programming with Angular: Build and Deploy Your Web Application Using Angular with Ease (English Edition),Balram Morsing Chavan,28.95,2020-09-07,BPB Publications,3.9,18
1119778956,Security & Encryption,Privacy & Online Safety,978-1685390884,"Privacy: Webster's Timeline History, 2003 - 2007",Icon Group International,28.95,2009-08-07,"ICON Group International, Inc.",0,0
3031215605,Security & Encryption,Privacy & Online Safety,978-1491923177,"Privacy: Webster's Timeline History, 393 BC - 2002",Icon Group International,28.95,2009-08-07,"ICON Group International, Inc.",0,0
1119906776,Databases & Big Data,Data Mining,978-1801072328,How Colleges Use Data (Higher Ed Leadership Essentials),Jonathan S. Gagliardi,28.95,2022-12-20,Johns Hopkins University Press,5,1
1032366443,Computer Science,Robotics,978-1784396527,Robotics (Real Life Readers),Ryan Randolph,28.93,2009-01-24,Powerkids Pr,0,0
1071618911,Web Development & Design,Web Services,978-1119863373,Exam Ref 70-487: Developing Windows Azure and Web Services,William Ryan,28.89,2013-12-02,Microsoft Press,3.2,59
1520118171,Databases & Big Data,MySQL,978-0134434421,Databases: A Beginner's Guide (A Beginner's Guide),Andy Oppel,28.8,2009-04-13,McGraw Hill TAB,4.4,31
1565922379,Databases & Big Data,Relational Databases,978-1633430037,pgRouting: A Practical Guide,Regina O Obe,28.79,2017-05-31,Locate Press,4.3,10
123851300,Security & Encryption,Hacking,978-1718502482,DevOps for the Desperate: A Hands-On Survival Guide,Bradley Smith,28.79,2022-07-12,No Starch Press,4.5,28
1285171349,Programming Languages,Python,978-1718502703,Python and HDF5: Unlocking Scientific Data,Andrew Collette,28.79,2013-11-26,O'Reilly Media,4.2,26
3030145980,Programming Languages,Python,978-1638281306,Think Python: How to Think Like a Computer Scientist,Allen Downey,28.79,2016-01-26,O'Reilly Media,4.7,531
B01GUZBN9K,Web Development & Design,User Experience & Usability,978-0136520153,Fifty Strategies to Boost Cognitive Engagement: Creating a Thinking Culture in the Classroom (50 Teaching Strategies to Support Cognitive Development),Rebecca Stobaugh,28.76,2019-04-19,Solution Tree Press,4.7,413
1449363075,Computer Science,AI & Machine Learning,978-1610694490,Machine Learning Regression with MATLAB Examples: Learn to Code from Scratch,Khim Chhantyal,28.75,2022-04-05,Independently published,5,1
1708175148,Computer Science,Human-Computer Interaction,978-1616897062,Computer-Mediated Communication in Personal Relationships,Kevin B. Wright,28.75,2010-12-01,"Peter Lang Inc., International Academic Publishers",4.4,20
1484265211,Computer Science,AI & Machine Learning,978-1948580496,How to Stay Smart in a Smart World: Why Human Intelligence Still Beats Algorithms,Gerd Gigerenzer,28.75,2022-08-02,The MIT Press,4.2,39
180323525X,Databases & Big Data,Data Warehousing,978-1484210536,Data Lakes For Dummies,Alan R. Simon,28.7,2021-06-25,For Dummies,4.2,13
1801819335,Web Development & Design,Content Management,978-0273732167,Every Page Is Page One: Topic-Based Writing for Technical Communication and the Web,Mark Baker,28.61,2013-10-18,XML Press,4.4,24
71835741,Programming Languages,Python,978-0134123486,Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaw's Hard Way Series),Zed Shaw,28.56,2017-09-13,Addison-Wesley Professional,4.6,109
1838828443,Databases & Big Data,Data Modeling & Design,978-0367894368,"Tableau Strategies: Solving Real, Practical Problems with Data Analytics",Ann Jackson,28.52,2021-09-28,O'Reilly Media,4.2,35
997925949,Programming Languages,C & C++,978-9811989360,Modern C++ for Absolute Beginners: A Friendly Introduction to C++ Programming Language and C++11 to C++20 Standards,Slobodan Dmitrović,28.49,2020-07-22,Apress,4.4,38
70612935,Computer Science,AI & Machine Learning,978-1119566250,Data Science Strategy For Dummies,Ulrika Jägare,28.49,2019-07-11,For Dummies,4.2,49
262046180,Databases & Big Data,SQL,978-0063221949,"Learning SQL: Generate, Manipulate, and Retrieve Data",Alan Beaulieu,28.49,2020-04-21,O'Reilly Media,4.6,389
387848576,Databases & Big Data,Relational Databases,978-1491989388,SQL Pocket Guide: A Guide to SQL Usage,Alice Zhao,28.49,2021-10-05,O'Reilly Media,4.7,129
393707873,Web Development & Design,User Experience & Usability,978-1449309039,"Articulating Design Decisions: Communicate with Stakeholders, Keep Your Sanity, and Deliver the Best User Experience",Tom Greever,28.49,2020-09-08,O'Reilly Media,4.7,317
1617295442,Databases & Big Data,SQL,978-1284248999,"Learning SQL: Generate, Manipulate, and Retrieve Data",Alan Beaulieu,28.49,2020-04-21,O'Reilly Media,4.6,389
1783283033,Databases & Big Data,Data Mining,978-1492052432,Practical Synthetic Data Generation: Balancing Privacy and the Broad Availability of Data,Lucy Mosquera,28.49,2020-06-23,O'Reilly Media,3.7,16
138544719,Web Development & Design,Web Services,978-0470650936,"Hands-On RESTful Python Web Services: Develop RESTful web services or APIs with modern Python 3.7, 2nd Edition",Gaston C. Hillar,28.49,2018-12-26,Packt Publishing,4.3,21
